activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic
[],,0,0,儿童亲子,852,北京,[],,1_1_646826231974,-2121672273,FALSE,0,0,0,1,立里空间?创意亲子音乐会  《敲开心》,立里空间?创意亲子音乐会 《敲开心》,180,180-380,380,[],6.46826E+11,[],售票中,,2021.08.13-08.15,3,0,,,天桥艺术中心-小剧场,北京,59982,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01AKaiOH2GdSK2FZRmb_!!2251059038.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_648914313148,-2100791461,FALSE,0,1,0,1,话剧《漠河时间》,话剧《漠河时间》,72,72-120,120,[],6.48914E+11,[],售票中,,2021.07.09-07.11,3,19,话剧,,郎园Vintage·虞社,北京,1622006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01z5O50m2GdSKYgwOfn_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_643437580068,2139408504,FALSE,0,1,0,1,《闪闪的红星》红色经典主题视听音乐会,《闪闪的红星》红色经典主题视听音乐会,99,99-1392,1392,[],6.43438E+11,[],售票中,,2021.07.03 周六 19:30,3,18,其他,,京演·民族文化宫大剧院,北京,1302002,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01p7K9Wa2GdSJwvyoRJ_!!2-item_pic.png
[],,0,2,音乐会,852,北京,[],,1_1_643833209043,2143364794,FALSE,0,1,0,1,红梅赞—大型经典名曲交响音乐会,红梅赞—大型经典名曲交响音乐会,100,100-580,580,[],6.43833E+11,[],售票中,,2021.07.09 周五 19:30,3,18,其他,,北京剧院,北京,198,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01BwT2Gj2GdSJtR4q1M_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_645136518900,-2138569403,FALSE,0,1,0,1,久石让·宫崎骏经典作品视听音乐会《龙猫的音乐之旅》,久石让·宫崎骏经典作品视听音乐会《龙猫的音乐之旅》,80,80-969,969,[],6.45137E+11,[],售票中,,2021.08.07 周六,3,18,其他,,世纪剧院-小剧场,北京,1316,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01vAVL8N2GdSJqSlBV1_!!2-item_pic.png
[],,0,2,音乐会,852,北京,[],,1_1_643340833916,2138441043,FALSE,0,0,0,1,“听民乐 赏国风”北京民族乐团2021年暑期专场音乐会,“听民乐 赏国风”北京民族乐团2021年暑期专场音乐会,58,58-158,158,[],6.43341E+11,[],售票中,,2021.08.21 周六 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01FU8A9j2GdSJgYCbp8_!!2251059038.png
[],,0,2,音乐会,852,北京,[],,1_1_648692754198,-2103007051,FALSE,0,0,0,1,“光影之声”经典影视作品视听音乐会,“光影之声”经典影视作品视听音乐会,80,80-280,280,[],6.48693E+11,[],售票中,,2021.11.13 周六 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01Hd47xS2GdSKVonBRF_!!2-item_pic.png
[],,0,2,音乐会,852,北京,[],,1_1_644390388675,-2146030706,FALSE,0,0,0,1,“大提琴上的咏叹调”--张莹莹带你走进音乐世界,“大提琴上的咏叹调”--张莹莹带你走进音乐世界,58,58-158,158,[],6.4439E+11,[],售票中,,2021.07.31 周六 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN012jVqeS2GdSJyd3QJr_!!2251059038.png
[],,0,7,展览休闲,852,北京,[],,1_1_646128450098,-2128650092,FALSE,0,1,0,0,【未来科学家】中国科技馆亲子探索之旅,【未来科学家】中国科技馆亲子探索之旅,98,98-298,298,[],6.46128E+11,[],售票中,,2021.07.03-09.26,3,39,特色体验,,中国科学技术馆-西门,北京,2286006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01QDfxGV2GdSKAAJFV8_!!2-item_pic.png
[],,0,2,音乐会,852,北京,[],,1_1_646388035718,-2126054235,FALSE,0,1,0,1,大师的启蒙-唯美小提琴专场音乐会,大师的启蒙-唯美小提琴专场音乐会,88,88-258,258,[],6.46388E+11,[],售票中,,2021.08.21 周六 19:30,3,18,其他,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01eOlQnW2GdSK7JVPC5_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_645283954651,-2137095046,FALSE,0,1,0,1,第六届中国原创话剧邀请展 原创话剧《微光》,第六届中国原创话剧邀请展 原创话剧《微光》,100,100-280,280,[],6.45284E+11,[],售票中,,2021.08.12-08.15,3,19,话剧,,国家话剧院-小剧场,北京,53361,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01rP7EJP2GdSJwPqTaz_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_645086682328,-2139067769,FALSE,0,1,0,1,经典影视金曲唯美大提琴音乐会,经典影视金曲唯美大提琴音乐会,80,80-630,630,[],6.45087E+11,[],售票中,,2021.07.17 周六 15:30,3,18,其他,,鱼与剧场,北京,1005012,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01p8i1up2GdSJzsQzK1_!!2-item_pic.png
[],,0,2,音乐会,852,北京,[],,1_1_646852641212,-2121408180,FALSE,0,0,0,1,“欧洲音画”——郑杰钢琴独奏音乐会,“欧洲音画”——郑杰钢琴独奏音乐会,100,100-380,380,[],6.46853E+11,[],售票中,,2021.08.28 周六 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01UoKT1K2GdSKFLkf4M_!!2-item_pic.png
[],,0,7,展览休闲,852,北京,[],,1_1_640865225286,2113684956,FALSE,0,1,0,0,地质博物馆-穿越四十亿年的“石”光之旅,地质博物馆-穿越四十亿年的“石”光之旅,100,100-298,298,[],6.40865E+11,[],售票中,,2021.07.03-07.31,3,39,特色体验,,中国地质博物馆,北京,2938001,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01QRUL6b2GdSJQy7qK6_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639659681043,2101629514,FALSE,0,1,0,1,【脱口秀专场】周四开放麦之夜 ×精品｜解压喜剧中心-『牛势来袭』吐槽大会--承包您的笑,【脱口秀专场】周四开放麦之夜 ×精品｜解压喜剧中心-『牛势来袭』吐槽大会--承包您的笑,9.9,9.9-550,550,[],6.3966E+11,[],售票中,,2021.07.08-07.29,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01zMn3nX2GdSKDexnXu_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_642708850071,2132121204,FALSE,0,1,0,1,沐澜文化·英国绘本音乐剧《花格子大象艾玛》,沐澜文化·英国绘本音乐剧《花格子大象艾玛》,100,100-1080,1080,[],6.42709E+11,[],售票中,,2021.10.23-10.24,3,0,,,北京喜剧院,北京,54024,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01fyx9CP2GdSJhwbqlm_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_641149956402,2116532268,FALSE,0,1,0,0,梵高星空艺术馆（王府井旗舰店）,梵高星空艺术馆（王府井旗舰店）,49.9,49.9-59.9,59.9,[],6.4115E+11,[],售票中,,2021.04.03-12.31,3,38,展会,,梵高星空艺术馆(王府井旗舰店),北京,3012001,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01oEHrPT2GdSJSFBEB0_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_643105917608,2136091880,FALSE,0,1,0,1,非常喜剧《大话东游》北纬零度出品,非常喜剧《大话东游》北纬零度出品,25,25-420,420,[],6.43106E+11,[],售票中,,2021.07.11 周日,3,19,话剧,,77文创园剧场-77剧场,北京,57139,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01kAmqBD2GdSJfB31db_!!2-item_pic.png
[],,0,5,曲苑杂坛,852,北京,[],,1_1_638350653865,2088539242,FALSE,0,0,0,1,长安大戏院8月22日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《穆桂英挂帅》,长安大戏院8月22日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《穆桂英挂帅》,100,100-880,880,[],6.38351E+11,[],售票中,,2021.08.22 周日 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN017tJoPv2GdSImUTb2j_!!2-item_pic.png
[],,0,5,曲苑杂坛,852,北京,[],,1_1_640332819529,2108360899,FALSE,0,1,0,1,【周六喜剧之夜】现场脱口秀『精品开心演出』 × 高品质-超大笑果明星阵容,【周六喜剧之夜】现场脱口秀『精品开心演出』 × 高品质-超大笑果明星阵容,9.9,9.9-550,550,[],6.40333E+11,[],售票中,,2021.07.10-07.31,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01b22r7X2GdSJu067y3_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_648772867108,-2102205921,FALSE,0,1,0,1,杖头木偶剧《蜗牛刷牙》《小猴尿床》《两个好朋友》,杖头木偶剧《蜗牛刷牙》《小猴尿床》《两个好朋友》,100,100,100,[],6.48773E+11,[],售票中,,2021.07.03-07.11,3,0,,,中国木偶剧院-黑猫剧场,北京,329,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01d0iRVU2GdSKOoHbml_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_645221802956,-2137716563,FALSE,0,1,0,1,第六届中国原创话剧邀请展 大型现实主义题材话剧 《春潮》,第六届中国原创话剧邀请展 大型现实主义题材话剧 《春潮》,100,100-380,380,[],6.45222E+11,[],售票中,,2021.08.07-08.08,3,19,话剧,,国家话剧院-剧场,北京,53360,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01EdCv4R2GdSJxRCytb_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_649060342294,-2099331170,FALSE,0,1,0,0,敦煌亲子研学营,敦煌亲子研学营,5800,5800-18800,18800,[],6.4906E+11,[],售票中,,2021.08.10-08.15,3,39,特色体验,,今日美术馆,北京,214,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01zTtYrs2GdSKavnvgM_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_643340833919,2138441043,FALSE,0,0,0,1,《动物狂欢节》与世界名曲集锦——中国电影乐团交响音乐会,《动物狂欢节》与世界名曲集锦——中国电影乐团交响音乐会,58,58-158,158,[],6.43341E+11,[],售票中,,2021.07.16 周五 19:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01DIF2VN2GdSJkvaaIe_!!2251059038.png
[],,0,7,展览休闲,852,北京,[],,1_1_649158350882,-2098351084,FALSE,0,1,0,0,【亲子爆款】企鹅小小保育员招募啦，小小铲屎官等你来，与企鹅亲密接触！,【亲子爆款】企鹅小小保育员招募啦，小小铲屎官等你来，与企鹅亲密接触！,120,120-276,276,[],6.49158E+11,[],售票中,,2021.07.03-09.26,3,39,特色体验,,太平洋海底世界,北京,1071,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01nP6EJK2GdSKaxYHSj_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_649037338292,-2099561210,FALSE,0,1,0,0,【寻找奥森暗夜小精灵】夜探奥森，遇见神奇的“艺术家”,【寻找奥森暗夜小精灵】夜探奥森，遇见神奇的“艺术家”,58,58-288,288,[],6.49037E+11,[],售票中,,2021.07.03-07.24,3,39,特色体验,,奥林匹克森林公园南园南门,北京,60601,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01zsE3cC2GdSKVNB2hL_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_647771419410,-2112220398,FALSE,0,1,0,1,杖头木偶剧《三只小猪盖新房》《会摇尾巴的狼》《两个小猎人》,杖头木偶剧《三只小猪盖新房》《会摇尾巴的狼》《两个小猎人》,100,100,100,[],6.47771E+11,[],售票中,,2021.07.17-07.25,3,0,,,中国木偶剧院-黑猫剧场,北京,329,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01hu05Xo2GdSKO7RTMQ_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_642062505168,2125657755,FALSE,0,0,0,1,《听！小蜗牛艾玛》———德国原版绘本多元艺术启蒙音乐会,《听！小蜗牛艾玛》———德国原版绘本多元艺术启蒙音乐会,58,58-158,158,[],6.42063E+11,[],售票中,,2021.07.17 周六 10:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01ol5Lom2GdSJc88gCR_!!2251059038.png
[],,0,2,音乐会,852,北京,[],,1_1_640008805539,2105120759,FALSE,0,0,0,1,“梁祝”钢琴、小提琴唯美经典名曲音乐会,“梁祝”钢琴、小提琴唯美经典名曲音乐会,100,100-180,180,[],6.40009E+11,[],售票中,,2021.07.07 周三,3,18,其他,,三里屯·爱乐汇艺术空间,北京,2598006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01OKTpIG2GdSJbSFTFB_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_643882906492,2143861768,FALSE,0,0,0,1,鼓乐达人——大瑀和他的朋友们跨界打击乐音乐会,鼓乐达人——大瑀和他的朋友们跨界打击乐音乐会,58,58-158,158,[],6.43883E+11,[],售票中,,2021.08.20 周五 19:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Ml6ylY2GdSJksAEM1_!!2251059038.png
[],,0,2,音乐会,852,北京,[],,1_1_641427649187,2119309195,FALSE,0,1,0,1,太阳照常升起-久石让电影配乐作品交响音乐会,太阳照常升起-久石让电影配乐作品交响音乐会,80,80-480,480,[],6.41428E+11,[],售票中,,2021.08.07 周六 19:30,3,18,其他,,北京喜剧院,北京,54024,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN012JJxR32GdSJLi6yQl_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_647315298538,-2116781607,FALSE,0,0,0,1,长安大戏院7月31日 北京京剧院优秀剧目展演季 京剧《姚期》,长安大戏院7月31日 北京京剧院优秀剧目展演季 京剧《姚期》,50,50-800,800,[],6.47315E+11,[],售票中,,2021.07.31 周六 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01iufNSi2GdSKXzlxCw_!!2251059038.png
[],,0,2,音乐会,852,北京,[],,1_1_641765822327,2122690927,FALSE,0,1,0,1,蓝色多瑙河-北京儿童夏季交响音乐会,蓝色多瑙河-北京儿童夏季交响音乐会,80,80-480,480,[],6.41766E+11,[],售票中,,2021.08.08 周日 14:30,3,18,其他,,北京喜剧院,北京,54024,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01uEXSrj2GdSJRiyehA_!!2-item_pic.png
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639257516515,2097607869,FALSE,0,1,0,1,【周日脱口秀大会】杠精battle北京喜剧中心｜零距离解压笑剧场,【周日脱口秀大会】杠精battle北京喜剧中心｜零距离解压笑剧场,9.9,9.9-550,550,[],6.39258E+11,[],售票中,,2021.07.11-07.25,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01oSrYvt2GdSJSDA5z0_!!2251059038.png
[],,0,2,音乐会,852,北京,[],,1_1_644399036480,-2145944228,FALSE,0,0,0,1,高雅暨流行—中外名曲盛宴,高雅暨流行—中外名曲盛宴,58,58-158,158,[],6.44399E+11,[],售票中,,2021.07.30 周五 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01VlN0ij2GdSJyIO5qR_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_644824487055,-2141689722,FALSE,0,1,0,1,千与千寻——久石让&宫崎骏动漫经典作品视听音乐会,千与千寻——久石让&宫崎骏动漫经典作品视听音乐会,99,99-620,620,[],6.44824E+11,[],售票中,,2021.08.15 周日 19:30,3,0,,,京演·民族文化宫大剧院,北京,1302002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01trIizS2GdSJqUruAX_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_638187814941,2086910853,FALSE,0,0,0,1,正版授权！宫西达也绘本《我是霸王龙》舞台剧,正版授权！宫西达也绘本《我是霸王龙》舞台剧,100,100-480,480,[],6.38188E+11,[],售票中,,2021.07.03-07.04,3,0,,,未来剧院,北京,1641013,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01u4SOjT2GdSK5xXdfz_!!2251059038.png
[],,0,2,音乐会,852,北京,[],,1_1_644785661590,-2142077977,FALSE,0,1,0,1,古典启蒙亲子音乐会《疯狂贝多芬》,古典启蒙亲子音乐会《疯狂贝多芬》,80,80-969,969,[],6.44786E+11,[],售票中,,2021.08.15 周日,3,18,其他,,世纪剧院-小剧场,北京,1316,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01mCR9Vz2GdSKRLrLGH_!!2251059038.png
[],,0,7,展览休闲,852,北京,[],,1_1_643225802150,2137290725,FALSE,0,1,0,0,带娃研学学知识-【故宫东线篇】之寻找皇帝的宝藏,带娃研学学知识-【故宫东线篇】之寻找皇帝的宝藏,58,58-258,258,[],6.43226E+11,[],售票中,,2021.07.04-07.25,3,39,特色体验,,故宫博物院,北京,1489016,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01zhNGsP2GdSJld9pJD_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_641850600278,2123538706,FALSE,0,0,0,1,音乐情书——音乐致敬爱情主题音乐会,音乐情书——音乐致敬爱情主题音乐会,80,80-380,380,[],6.41851E+11,[],售票中,,2021.08.14 周六 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01pR5MHH2GdSJZnHwPx_!!2251059038.png
[],,0,2,音乐会,852,北京,[],,1_1_641763044384,2122663147,FALSE,0,1,0,1,春江花月夜-大师的启蒙古筝专场音乐会,春江花月夜-大师的启蒙古筝专场音乐会,80,80-228,228,[],6.41763E+11,[],售票中,,2021.08.15 周日 14:30,3,18,其他,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01xmHKxO2GdSJZKDin9_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_645686286610,-2133071726,FALSE,0,1,0,1,久石让·宫崎骏经典作品视听音乐会《千与千寻》,久石让·宫崎骏经典作品视听音乐会《千与千寻》,80,80-969,969,[],6.45686E+11,[],售票中,,2021.07.18 周日,3,18,其他,,世纪剧院-小剧场,北京,1316,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01DAd4hq2GdSK7sVL7y_!!2-item_pic.png
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639020795836,2095240662,FALSE,0,0,0,1,长安大戏院11月20日 “寻梦?承泽”北京京剧院精选剧目展演  京剧《失街亭?空城计?斩马谡》,长安大戏院11月20日 “寻梦?承泽”北京京剧院精选剧目展演 京剧《失街亭?空城计?斩马谡》,100,100-880,880,[],6.39021E+11,[],售票中,,2021.11.20 周六 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01la3uE52GdSIn4h2jG_!!2-item_pic.png
[],,0,2,音乐会,852,北京,[],,1_1_643434980250,2139382506,FALSE,0,1,0,1,古典启蒙亲子音乐会《魔力钢琴2伴随音乐游世界》,古典启蒙亲子音乐会《魔力钢琴2伴随音乐游世界》,80,80-912,912,[],6.43435E+11,[],售票中,,2021.09.11-12.04,3,18,其他,,保利国际影城(天安门店)8号厅,北京,2909001,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01Toj6092GdSJwvI7Jx_!!2-item_pic.png
[],,0,2,音乐会,852,北京,[],,1_1_642099306227,2126025766,FALSE,0,1,0,1,你是钢琴家——古典音乐启蒙钢琴名曲欢乐互动多媒体亲子音乐会,你是钢琴家——古典音乐启蒙钢琴名曲欢乐互动多媒体亲子音乐会,100,100-299,299,[],6.42099E+11,[],售票中,,2021.07.11 周日 14:30,3,18,其他,,京演·民族文化宫大剧院,北京,1302002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN010Srdar2GdSJV4NhNJ_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_649345390225,-2096480690,FALSE,0,1,0,1,『大演时代』经典绘本儿童音乐剧《我不是霸王龙》一部家长和孩子都爱看的暖心之作,『大演时代』经典绘本儿童音乐剧《我不是霸王龙》一部家长和孩子都爱看的暖心之作,90,90-580,580,[],6.49345E+11,[],售票中,,2021.08.14 周六 10:30,3,0,,,华侨城大剧院(北京),北京,704,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ZTEiUj2GdSKSGearg_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_645797838236,-2131956210,FALSE,0,0,0,0,第十届中国儿童戏剧节 儿童剧《风筝》,第十届中国儿童戏剧节 儿童剧《风筝》,100,100-150,150,[],6.45798E+11,[],售票中,,2021.07.17-07.18,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01LS93Ub2GdSK2JH3TD_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_634606790936,2051100613,FALSE,0,1,0,1,【天降喜剧脱口秀】《西单爱笑大会》爆笑脱口秀演出,【天降喜剧脱口秀】《西单爱笑大会》爆笑脱口秀演出,48,48-360,360,[],6.34607E+11,[],售票中,,2021.07.02-07.31,3,32,其他,,繁星戏剧村伍剧场,北京,1124,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01O2iOqI2GdSIj3OylK_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_649652915038,-2093405442,FALSE,0,1,0,0,【亲子皮划艇】去奥林匹克水上公园乘风破浪！,【亲子皮划艇】去奥林匹克水上公园乘风破浪！,398,398,398,[],6.49653E+11,[],售票中,,2021.07.03-07.25,3,39,特色体验,,顺义奥林匹克水上公园,北京,352,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN019kpZN72GdSKbFWIyU_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_627594152053,1980974224,FALSE,0,1,0,1,北京刘老根大舞台,北京刘老根大舞台,380,380-980,980,[],6.27594E+11,[],售票中,,2021.07.02-07.31,3,32,其他,,刘老根大舞台北京剧场,北京,979,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01XRX14i2GdSGg2f2tN_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645169084437,-2138243748,FALSE,0,0,0,0,第十届中国儿童戏剧节 音乐偶剧《没头脑和不高兴》,第十届中国儿童戏剧节 音乐偶剧《没头脑和不高兴》,50,50-1040,1040,[],6.45169E+11,[],售票中,,2021.08.07-08.08,3,0,,,中国儿童剧场,北京,58,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01DN6XDp2GdSK5pvVcC_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_642098530053,2126018004,FALSE,0,1,0,1,寄语心灵-大师的启蒙大提琴专场音乐会,寄语心灵-大师的启蒙大提琴专场音乐会,80,80-258,258,[],6.42099E+11,[],售票中,,2021.08.14 周六 14:30,3,18,其他,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01qqkQxD2GdSKOWxVTP_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_627854331708,1983576021,FALSE,0,1,0,1,嘻哈包袱铺相声剧场-五棵松剧场,嘻哈包袱铺相声剧场-五棵松剧场,100,100-374,374,[],6.27854E+11,[],售票中,,2021.07.02-07.31,3,32,其他,,嘻哈包袱铺五棵松剧场,北京,92956,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01IpwcqP2GdSGRynHHz_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_645797838379,-2131956209,FALSE,0,0,0,1,青春的旋律——音乐会,青春的旋律——音乐会,80,80-380,380,[],6.45798E+11,[],售票中,,2021.07.11 周日 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Y059WK2GdSK4u5KPS_!!2251059038.png
[],,0,5,曲苑杂坛,852,北京,[],,1_1_638350457806,2088537282,FALSE,0,0,0,1,长安大戏院8月21日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《黄金台》《狮子楼》《打渔杀家》,长安大戏院8月21日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《黄金台》《狮子楼》《打渔杀家》,100,100-880,880,[],6.3835E+11,[],售票中,,2021.08.21 周六 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01zpTeds2GdSIs9RQIh_!!2-item_pic.png
[],,0,3,话剧歌剧,852,北京,[],邀你一起来磕糖,1_1_643046901337,2135501717,FALSE,0,0,0,0,开心麻花-恋爱吧人类发布会直播,开心麻花-恋爱吧人类发布会直播,0,0,0,[],6.43047E+11,[],售票中,,2021.04.27-2022.04.27,3,19,话剧,邀你一起来磕糖,请到大麦APP和优酷APP观看,北京,2726003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01nSJol02GdSJivzGG8_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_637361491763,2078647621,FALSE,0,0,0,1,【周年庆7折】红壶相声社·精品相声大会-同乐园店,【周年庆7折】红壶相声社·精品相声大会-同乐园店,50,50-120,120,[],6.37361E+11,[],售票中,,2021.07.07-07.31,3,32,其他,,同乐园剧场,北京,2601007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01iKnHc92GdSIcyHBfZ_!!2251059038.png
